CaseId,StructureType,EnergyProfile,VariantKind,ParentCaseId,GenerationMode,VariantSeed,NominalHitCount,ActualHitCount,StepCount,Density,MeanEnergy,PeakEnergy,AnchorCount,HasOpeningAnchor,HasClosingAnchor,EndDensity,EndEnergy,EndAccent,DensityShape,EnergyShape,SelectedResponseType,TargetDensity,ComplementarityBias,PreserveAnchors,MirrorEnding,SnapshotSelectedResponseType,PlannerDescriptorSummary,PlannerSourceDensity,PlannerSourceEnergy,Score_Mirror,Score_Complement,Score_Simplify,Score_Intensify,Score_Contrast,Score_Fill
Base_H36_Even_Flat,Even,Flat,Base,,BasePlusVariants,,36,36,96,0.375,84,84,2,True,False,0.375,84,84,Flat,Flat,Complement,0.325,0.75,True,False,Complement,"BalancedDensity, MediumEnergy, MeaningfulAnchors, ConversationalSpace, BalancedProfile",0.375,0.661417,6.25,6.75,0,1.625,-0.25,0.625
Variant_H36_Even_Flat,Even,Flat,Variant,Base_H36_Even_Flat,BasePlusVariants,1635330351,36,36,96,0.375,84.22222,88,2,True,False,0.375,83.55556,87,Flat,FrontLoaded,Complement,0.325,0.75,True,False,Complement,"BalancedDensity, MediumEnergy, MeaningfulAnchors, ConversationalSpace, FrontLoaded, PredictableProfile",0.375,0.663167,5.125,6,0.375,1.625,1.375,0.625
Base_H36_Even_Increasing,Even,Increasing,Base,,BasePlusVariants,,36,36,96,0.375,89,108,4,True,True,0.375,103.6667,108,Flat,Increasing,Mirror,0.375,0.25,True,True,Mirror,"BalancedDensity, HighEnergy, MeaningfulAnchors, StrongEnding, ConversationalSpace, BackLoaded, PredictableProfile",0.375,0.700787,4.375,3.875,2.375,0,2.375,-0.5
Variant_H36_Even_Increasing,Even,Increasing,Variant,Base_H36_Even_Increasing,BasePlusVariants,2120246915,36,36,96,0.375,89.11111,110,4,True,True,0.375,104.2222,110,Flat,Increasing,Mirror,0.375,0.25,True,True,Mirror,"BalancedDensity, HighEnergy, MeaningfulAnchors, StrongEnding, ConversationalSpace, BackLoaded, PredictableProfile",0.375,0.701662,4.375,3.875,2.375,0,2.375,-0.5
Base_H36_Even_AccentedEnding,Even,AccentedEnding,Base,,BasePlusVariants,,36,36,96,0.375,90.5,110,4,True,True,0.375,110,110,Flat,Increasing,Mirror,0.375,0.25,True,True,Mirror,"BalancedDensity, HighEnergy, MeaningfulAnchors, StrongEnding, ConversationalSpace, BackLoaded, PredictableProfile",0.375,0.712598,4.375,3.875,2.375,0,2.375,-0.5
Variant_H36_Even_AccentedEnding,Even,AccentedEnding,Variant,Base_H36_Even_AccentedEnding,BasePlusVariants,1409178316,36,36,96,0.375,89.86111,114,4,True,True,0.375,109.7778,114,Flat,BackLoaded,Mirror,0.375,0.25,True,True,Mirror,"BalancedDensity, HighEnergy, MeaningfulAnchors, StrongEnding, ConversationalSpace, BackLoaded, PredictableProfile",0.375,0.707568,4.375,3.875,2.375,0,2.375,-0.5
Base_H36_FrontLoaded_Flat,FrontLoaded,Flat,Base,,BasePlusVariants,,36,36,96,0.375,84,84,2,True,False,0.25,84,84,Decreasing,Flat,Complement,0.325,0.75,True,False,Complement,"BalancedDensity, MediumEnergy, MeaningfulAnchors, ConversationalSpace, FrontLoaded, PredictableProfile",0.375,0.661417,5.125,6,0.375,1.625,1.375,0.625
Variant_H36_FrontLoaded_Flat,FrontLoaded,Flat,Variant,Base_H36_FrontLoaded_Flat,BasePlusVariants,124175987,36,36,96,0.375,84.47222,88,2,True,False,0.25,84,87,Decreasing,FrontLoaded,Complement,0.325,0.75,True,False,Complement,"BalancedDensity, MediumEnergy, MeaningfulAnchors, ConversationalSpace, FrontLoaded, PredictableProfile",0.375,0.665136,5.125,6,0.375,1.625,1.375,0.625
Base_H36_FrontLoaded_Increasing,FrontLoaded,Increasing,Base,,BasePlusVariants,,36,36,96,0.375,85.80556,108,3,True,True,0.25,103.6667,108,Decreasing,Increasing,Mirror,0.375,0.3,False,True,Mirror,"BalancedDensity, MediumEnergy, StrongEnding, ConversationalSpace, BackLoaded, PredictableProfile",0.375,0.675634,5.375,3.875,0.375,1.5,2.875,-0.5
Variant_H36_FrontLoaded_Increasing,FrontLoaded,Increasing,Variant,Base_H36_FrontLoaded_Increasing,BasePlusVariants,357276847,36,36,96,0.375,85.27778,105,2,True,False,0.25,102,105,Decreasing,Increasing,Complement,0.325,0.8,False,False,Complement,"BalancedDensity, MediumEnergy, ConversationalSpace, BackLoaded, PredictableProfile",0.375,0.671479,4.125,4.5,0.375,2.125,2.875,1.375
Base_H36_FrontLoaded_AccentedEnding,FrontLoaded,AccentedEnding,Base,,BasePlusVariants,,36,36,96,0.375,88.33334,110,3,True,True,0.25,110,110,Decreasing,Increasing,Mirror,0.375,0.25,True,True,Mirror,"BalancedDensity, MediumEnergy, MeaningfulAnchors, StrongEnding, ConversationalSpace, BackLoaded, PredictableProfile",0.375,0.695538,6.375,5.375,0.375,1,1.375,-0.5
Variant_H36_FrontLoaded_AccentedEnding,FrontLoaded,AccentedEnding,Variant,Base_H36_FrontLoaded_AccentedEnding,BasePlusVariants,1601717480,36,36,96,0.375,88.80556,110,3,True,True,0.25,108.1667,110,Decreasing,BackLoaded,Mirror,0.375,0.25,True,True,Mirror,"BalancedDensity, MediumEnergy, MeaningfulAnchors, StrongEnding, ConversationalSpace, BackLoaded, PredictableProfile",0.375,0.699256,6.375,5.375,0.375,1,1.375,-0.5
Base_H36_BackLoaded_Flat,BackLoaded,Flat,Base,,BasePlusVariants,,36,36,96,0.375,84,84,2,True,False,0.5,84,84,Increasing,Flat,Mirror,0.375,0.25,True,True,Mirror,"BalancedDensity, MediumEnergy, MeaningfulAnchors, StrongEnding, ConversationalSpace, BackLoaded, PredictableProfile",0.375,0.661417,6.375,5.375,0.375,1,1.375,-0.5
Variant_H36_BackLoaded_Flat,BackLoaded,Flat,Variant,Base_H36_BackLoaded_Flat,BasePlusVariants,1385701149,36,36,96,0.375,84.02778,88,2,True,False,0.5,84,87,Increasing,BackLoaded,Mirror,0.375,0.25,True,True,Mirror,"BalancedDensity, MediumEnergy, MeaningfulAnchors, StrongEnding, ConversationalSpace, BackLoaded, PredictableProfile",0.375,0.661636,6.375,5.375,0.375,1,1.375,-0.5
Base_H36_BackLoaded_Increasing,BackLoaded,Increasing,Base,,BasePlusVariants,,36,36,96,0.375,92.19444,108,2,True,False,0.5,103.5833,108,Increasing,Increasing,Mirror,0.375,0.25,True,True,Mirror,"BalancedDensity, HighEnergy, MeaningfulAnchors, StrongEnding, ConversationalSpace, BackLoaded, PredictableProfile",0.375,0.725941,4.375,3.875,2.375,0,2.375,-0.5
Variant_H36_BackLoaded_Increasing,BackLoaded,Increasing,Variant,Base_H36_BackLoaded_Increasing,BasePlusVariants,1056373245,36,36,96,0.375,92.52778,109,2,True,False,0.5,103.9167,109,Increasing,Increasing,Mirror,0.375,0.25,True,True,Mirror,"BalancedDensity, HighEnergy, MeaningfulAnchors, StrongEnding, ConversationalSpace, BackLoaded, PredictableProfile",0.375,0.728565,4.375,3.875,2.375,0,2.375,-0.5
Base_H36_BackLoaded_AccentedEnding,BackLoaded,AccentedEnding,Base,,BasePlusVariants,,36,36,96,0.375,92.66666,110,2,True,False,0.5,110,110,Increasing,Increasing,Mirror,0.375,0.25,True,True,Mirror,"BalancedDensity, HighEnergy, MeaningfulAnchors, StrongEnding, ConversationalSpace, BackLoaded, PredictableProfile",0.375,0.729659,4.375,3.875,2.375,0,2.375,-0.5
Variant_H36_BackLoaded_AccentedEnding,BackLoaded,AccentedEnding,Variant,Base_H36_BackLoaded_AccentedEnding,BasePlusVariants,280046686,36,36,96,0.375,93.11111,113,2,True,False,0.5,110.1667,113,Increasing,BackLoaded,Mirror,0.375,0.25,True,True,Mirror,"BalancedDensity, HighEnergy, MeaningfulAnchors, StrongEnding, ConversationalSpace, BackLoaded, PredictableProfile",0.375,0.733158,4.375,3.875,2.375,0,2.375,-0.5
Base_H36_Clustered_Flat,Clustered,Flat,Base,,BasePlusVariants,,36,36,96,0.375,84,84,0,False,False,0.375,84,84,Flat,Flat,Mirror,0.375,0.325,False,False,Mirror,"BalancedDensity, MediumEnergy, ConversationalSpace, BalancedProfile",0.375,0.661417,5.25,5.25,0,2.125,-0.25,0.625
Variant_H36_Clustered_Flat,Clustered,Flat,Variant,Base_H36_Clustered_Flat,BasePlusVariants,2033804280,36,36,96,0.375,84.36111,88,0,False,False,0.375,84.44444,87,Flat,BackLoaded,Complement,0.325,0.8,False,False,Complement,"BalancedDensity, MediumEnergy, ConversationalSpace, BackLoaded, PredictableProfile",0.375,0.664261,4.125,4.5,0.375,2.125,2.875,1.375
Base_H36_Clustered_Increasing,Clustered,Increasing,Base,,BasePlusVariants,,36,36,96,0.375,89.19444,106,0,False,False,0.375,104.4444,106,Flat,Increasing,Contrast,0.375,0.7,False,False,Contrast,"BalancedDensity, HighEnergy, ConversationalSpace, BackLoaded, PredictableProfile",0.375,0.702318,2.125,3,2.375,1.125,3.875,1.375
Variant_H36_Clustered_Increasing,Clustered,Increasing,Variant,Base_H36_Clustered_Increasing,BasePlusVariants,1332211032,36,36,96,0.375,88.83334,105,0,False,False,0.375,103.5556,105,Flat,Increasing,Complement,0.325,0.8,False,False,Complement,"BalancedDensity, MediumEnergy, ConversationalSpace, BackLoaded, PredictableProfile",0.375,0.699475,4.125,4.5,0.375,2.125,2.875,1.375
Base_H36_Clustered_AccentedEnding,Clustered,AccentedEnding,Base,,BasePlusVariants,,36,36,96,0.375,90.5,110,0,False,False,0.375,110,110,Flat,Increasing,Contrast,0.375,0.7,False,False,Contrast,"BalancedDensity, HighEnergy, ConversationalSpace, BackLoaded, PredictableProfile",0.375,0.712598,2.125,3,2.375,1.125,3.875,1.375
Variant_H36_Clustered_AccentedEnding,Clustered,AccentedEnding,Variant,Base_H36_Clustered_AccentedEnding,BasePlusVariants,130599431,36,36,96,0.375,90.52778,114,0,False,False,0.375,109.1111,114,Flat,BackLoaded,Contrast,0.375,0.7,False,False,Contrast,"BalancedDensity, HighEnergy, ConversationalSpace, BackLoaded, PredictableProfile",0.375,0.712817,2.125,3,2.375,1.125,3.875,1.375
Base_H36_AnchorLed_Flat,AnchorLed,Flat,Base,,BasePlusVariants,,36,36,96,0.375,85.33334,100,2,True,False,0.375,85.77778,100,MidDip,BackLoaded,Complement,0.325,0.75,True,False,Complement,"BalancedDensity, MediumEnergy, MeaningfulAnchors, ConversationalSpace, BackLoaded, PredictableProfile",0.375,0.671916,5.125,6,0.375,1.625,1.375,1.375
Variant_H36_AnchorLed_Flat,AnchorLed,Flat,Variant,Base_H36_AnchorLed_Flat,BasePlusVariants,2042882267,36,36,96,0.375,86,99,1,True,False,0.375,86,96,MidDip,MidDip,Complement,0.325,0.75,True,False,Complement,"BalancedDensity, MediumEnergy, MeaningfulAnchors, ConversationalSpace, BalancedProfile",0.375,0.677165,6.25,6.75,0,1.625,-0.25,0.625
Base_H36_AnchorLed_Increasing,AnchorLed,Increasing,Base,,BasePlusVariants,,36,36,96,0.375,90,124,2,True,False,0.375,108.2222,124,MidDip,Increasing,Complement,0.325,0.75,True,False,Complement,"BalancedDensity, HighEnergy, MeaningfulAnchors, ConversationalSpace, BackLoaded, PredictableProfile",0.375,0.708661,3.125,4.5,2.375,0.625,2.375,1.375
Variant_H36_AnchorLed_Increasing,AnchorLed,Increasing,Variant,Base_H36_AnchorLed_Increasing,BasePlusVariants,1660392807,36,36,96,0.375,89.5,126,2,True,False,0.375,109,126,MidDip,Increasing,Complement,0.325,0.75,True,False,Complement,"BalancedDensity, HighEnergy, MeaningfulAnchors, ConversationalSpace, BackLoaded, PredictableProfile",0.375,0.704724,3.125,4.5,2.375,0.625,2.375,1.375
Base_H36_AnchorLed_AccentedEnding,AnchorLed,AccentedEnding,Base,,BasePlusVariants,,36,36,96,0.375,91.83334,126,2,True,False,0.375,111.7778,126,MidDip,BackLoaded,Complement,0.325,0.75,True,False,Complement,"BalancedDensity, HighEnergy, MeaningfulAnchors, ConversationalSpace, BackLoaded, PredictableProfile",0.375,0.723097,3.125,4.5,2.375,0.625,2.375,1.375
Variant_H36_AnchorLed_AccentedEnding,AnchorLed,AccentedEnding,Variant,Base_H36_AnchorLed_AccentedEnding,BasePlusVariants,615536480,36,36,96,0.375,92.11111,127,3,True,True,0.375,111.7778,127,MidDip,Increasing,Mirror,0.375,0.25,True,True,Mirror,"BalancedDensity, HighEnergy, MeaningfulAnchors, StrongEnding, ConversationalSpace, BackLoaded, PredictableProfile",0.375,0.725284,4.375,3.875,2.375,0,2.375,-0.5
Base_H40_Even_Flat,Even,Flat,Base,,BasePlusVariants,,40,40,96,0.416667,84,84,1,True,False,0.416667,84,84,Flat,Flat,Complement,0.366667,0.75,True,False,Complement,"BalancedDensity, MediumEnergy, MeaningfulAnchors, ConversationalSpace, BalancedProfile",0.416667,0.661417,6.25,6.75,0,1.625,-0.25,0.625
Variant_H40_Even_Flat,Even,Flat,Variant,Base_H40_Even_Flat,BasePlusVariants,603315562,40,40,96,0.416667,83.675,88,1,True,False,0.416667,83.7,87,Flat,BackLoaded,Complement,0.366667,0.75,True,False,Complement,"BalancedDensity, MediumEnergy, MeaningfulAnchors, ConversationalSpace, BackLoaded, PredictableProfile",0.416667,0.658858,5.125,6,0.375,1.625,1.375,1.375
Base_H40_Even_Increasing,Even,Increasing,Base,,BasePlusVariants,,40,40,96,0.416667,89,108,2,True,False,0.416667,103.5,108,Flat,Increasing,Contrast,0.416667,0.7,False,False,Contrast,"BalancedDensity, HighEnergy, ConversationalSpace, BackLoaded, PredictableProfile",0.416667,0.700787,2.125,3,2.375,1.125,3.875,1.375
Variant_H40_Even_Increasing,Even,Increasing,Variant,Base_H40_Even_Increasing,BasePlusVariants,2125352918,40,40,96,0.416667,89.35,110,2,True,False,0.416667,104.6,110,Flat,Increasing,Contrast,0.416667,0.7,False,False,Contrast,"BalancedDensity, HighEnergy, ConversationalSpace, BackLoaded, PredictableProfile",0.416667,0.703543,2.125,3,2.375,1.125,3.875,1.375
Base_H40_Even_AccentedEnding,Even,AccentedEnding,Base,,BasePlusVariants,,40,40,96,0.416667,90.5,110,2,True,False,0.416667,110,110,Flat,Increasing,Complement,0.366667,0.75,True,False,Complement,"BalancedDensity, HighEnergy, MeaningfulAnchors, ConversationalSpace, BackLoaded, PredictableProfile",0.416667,0.712598,3.125,4.5,2.375,0.625,2.375,1.375
Variant_H40_Even_AccentedEnding,Even,AccentedEnding,Variant,Base_H40_Even_AccentedEnding,BasePlusVariants,1702814933,40,40,96,0.416667,90,114,2,True,False,0.416667,109,114,Flat,BackLoaded,Complement,0.366667,0.75,True,False,Complement,"BalancedDensity, HighEnergy, MeaningfulAnchors, ConversationalSpace, BackLoaded, PredictableProfile",0.416667,0.708661,3.125,4.5,2.375,0.625,2.375,1.375
Base_H40_FrontLoaded_Flat,FrontLoaded,Flat,Base,,BasePlusVariants,,40,40,96,0.416667,84,84,2,True,False,0.291667,84,84,FrontLoaded,Flat,Complement,0.366667,0.75,True,False,Complement,"BalancedDensity, MediumEnergy, MeaningfulAnchors, ConversationalSpace, FrontLoaded, PredictableProfile",0.416667,0.661417,5.125,6,0.375,1.625,1.375,0.625
Variant_H40_FrontLoaded_Flat,FrontLoaded,Flat,Variant,Base_H40_FrontLoaded_Flat,BasePlusVariants,698889736,40,40,96,0.416667,83.8,88,1,True,False,0.291667,82.14286,85,FrontLoaded,FrontLoaded,Complement,0.366667,0.75,True,False,Complement,"BalancedDensity, MediumEnergy, MeaningfulAnchors, ConversationalSpace, FrontLoaded, PredictableProfile",0.416667,0.659843,5.125,6,0.375,1.625,1.375,0.625
Base_H40_FrontLoaded_Increasing,FrontLoaded,Increasing,Base,,BasePlusVariants,,40,40,96,0.416667,85.675,108,5,True,True,0.291667,103.2857,108,FrontLoaded,Increasing,Mirror,0.416667,0.3,False,True,Mirror,"BalancedDensity, MediumEnergy, StrongEnding, ConversationalSpace, BackLoaded, PredictableProfile",0.416667,0.674606,5.375,3.875,0.375,1.5,2.875,-0.5
Variant_H40_FrontLoaded_Increasing,FrontLoaded,Increasing,Variant,Base_H40_FrontLoaded_Increasing,BasePlusVariants,511071560,40,40,96,0.416667,85.9,107,4,True,False,0.291667,102.2857,107,FrontLoaded,Increasing,Complement,0.366667,0.8,False,False,Complement,"BalancedDensity, MediumEnergy, ConversationalSpace, BackLoaded, PredictableProfile",0.416667,0.676378,4.125,4.5,0.375,2.125,2.875,1.375
Base_H40_FrontLoaded_AccentedEnding,FrontLoaded,AccentedEnding,Base,,BasePlusVariants,,40,40,96,0.416667,88.55,110,4,True,True,0.291667,110,110,FrontLoaded,Increasing,Mirror,0.416667,0.25,True,True,Mirror,"BalancedDensity, MediumEnergy, MeaningfulAnchors, StrongEnding, ConversationalSpace, BackLoaded, PredictableProfile",0.416667,0.697244,6.375,5.375,0.375,1,1.375,-0.5
Variant_H40_FrontLoaded_AccentedEnding,FrontLoaded,AccentedEnding,Variant,Base_H40_FrontLoaded_AccentedEnding,BasePlusVariants,331453015,40,40,96,0.416667,88.575,114,4,True,True,0.291667,111,114,FrontLoaded,BackLoaded,Mirror,0.416667,0.25,True,True,Mirror,"BalancedDensity, MediumEnergy, MeaningfulAnchors, StrongEnding, ConversationalSpace, BackLoaded, PredictableProfile",0.416667,0.697441,6.375,5.375,0.375,1,1.375,-0.5
Base_H40_BackLoaded_Flat,BackLoaded,Flat,Base,,BasePlusVariants,,40,40,96,0.416667,84,84,2,True,False,0.583333,84,84,Increasing,Flat,Mirror,0.416667,0.25,True,True,Mirror,"BalancedDensity, MediumEnergy, MeaningfulAnchors, StrongEnding, ConversationalSpace, BackLoaded, PredictableProfile",0.416667,0.661417,6.375,5.375,0.375,1,1.375,-0.5
Variant_H40_BackLoaded_Flat,BackLoaded,Flat,Variant,Base_H40_BackLoaded_Flat,BasePlusVariants,1021823844,40,40,96,0.416667,84.6,88,1,True,False,0.583333,84.07143,87,Increasing,FrontLoaded,Mirror,0.416667,0.25,True,True,Mirror,"BalancedDensity, MediumEnergy, MeaningfulAnchors, StrongEnding, ConversationalSpace, BackLoaded, PredictableProfile",0.416667,0.666142,6.375,5.375,0.375,1,1.375,-0.5
Base_H40_BackLoaded_Increasing,BackLoaded,Increasing,Base,,BasePlusVariants,,40,40,96,0.416667,92.375,108,3,True,False,0.583333,103.2857,108,Increasing,Increasing,Mirror,0.416667,0.25,True,True,Mirror,"BalancedDensity, HighEnergy, MeaningfulAnchors, StrongEnding, ConversationalSpace, BackLoaded, PredictableProfile",0.416667,0.727362,4.375,3.875,2.375,0,2.375,-0.5
Variant_H40_BackLoaded_Increasing,BackLoaded,Increasing,Variant,Base_H40_BackLoaded_Increasing,BasePlusVariants,900542572,40,40,96,0.416667,92.375,110,2,True,False,0.583333,104.5714,110,Increasing,Increasing,Mirror,0.416667,0.25,True,True,Mirror,"BalancedDensity, HighEnergy, MeaningfulAnchors, StrongEnding, ConversationalSpace, BackLoaded, PredictableProfile",0.416667,0.727362,4.375,3.875,2.375,0,2.375,-0.5
Base_H40_BackLoaded_AccentedEnding,BackLoaded,AccentedEnding,Base,,BasePlusVariants,,40,40,96,0.416667,93.1,110,3,True,False,0.583333,110,110,Increasing,Increasing,Mirror,0.416667,0.25,True,True,Mirror,"BalancedDensity, HighEnergy, MeaningfulAnchors, StrongEnding, ConversationalSpace, BackLoaded, PredictableProfile",0.416667,0.733071,4.375,3.875,2.375,0,2.375,-0.5
Variant_H40_BackLoaded_AccentedEnding,BackLoaded,AccentedEnding,Variant,Base_H40_BackLoaded_AccentedEnding,BasePlusVariants,955454827,40,40,96,0.416667,93.175,114,3,True,False,0.583333,110.2143,114,Increasing,BackLoaded,Mirror,0.416667,0.25,True,True,Mirror,"BalancedDensity, HighEnergy, MeaningfulAnchors, StrongEnding, ConversationalSpace, BackLoaded, PredictableProfile",0.416667,0.733661,4.375,3.875,2.375,0,2.375,-0.5
Base_H40_Clustered_Flat,Clustered,Flat,Base,,BasePlusVariants,,40,40,96,0.416667,84,84,0,False,False,0.416667,84,84,Flat,Flat,Mirror,0.416667,0.325,False,False,Mirror,"BalancedDensity, MediumEnergy, ConversationalSpace, BalancedProfile",0.416667,0.661417,5.25,5.25,0,2.125,-0.25,0.625
Variant_H40_Clustered_Flat,Clustered,Flat,Variant,Base_H40_Clustered_Flat,BasePlusVariants,753650615,40,40,96,0.416667,83.85,88,0,False,False,0.416667,84.3,88,Flat,MidDip,Mirror,0.416667,0.325,False,False,Mirror,"BalancedDensity, MediumEnergy, ConversationalSpace, BalancedProfile",0.416667,0.660236,5.25,5.25,0,2.125,-0.25,0.625
Base_H40_Clustered_Increasing,Clustered,Increasing,Base,,BasePlusVariants,,40,40,96,0.416667,89,106,0,False,False,0.416667,104.2,106,Flat,Increasing,Contrast,0.416667,0.7,False,False,Contrast,"BalancedDensity, HighEnergy, ConversationalSpace, BackLoaded, PredictableProfile",0.416667,0.700787,2.125,3,2.375,1.125,3.875,1.375
Variant_H40_Clustered_Increasing,Clustered,Increasing,Variant,Base_H40_Clustered_Increasing,BasePlusVariants,862287099,40,40,96,0.416667,89.35,107,0,False,False,0.416667,104.2,107,Flat,Increasing,Contrast,0.416667,0.7,False,False,Contrast,"BalancedDensity, HighEnergy, ConversationalSpace, BackLoaded, PredictableProfile",0.416667,0.703543,2.125,3,2.375,1.125,3.875,1.375
Base_H40_Clustered_AccentedEnding,Clustered,AccentedEnding,Base,,BasePlusVariants,,40,40,96,0.416667,90.5,110,0,False,False,0.416667,110,110,Flat,Increasing,Contrast,0.416667,0.7,False,False,Contrast,"BalancedDensity, HighEnergy, ConversationalSpace, BackLoaded, PredictableProfile",0.416667,0.712598,2.125,3,2.375,1.125,3.875,1.375
Variant_H40_Clustered_AccentedEnding,Clustered,AccentedEnding,Variant,Base_H40_Clustered_AccentedEnding,BasePlusVariants,1847373700,40,40,96,0.416667,90.55,113,2,False,True,0.416667,110.3,113,Flat,BackLoaded,Contrast,0.416667,0.7,False,False,Contrast,"BalancedDensity, HighEnergy, StrongEnding, ConversationalSpace, BackLoaded, PredictableProfile",0.416667,0.712992,3.375,2.375,2.375,0.5,3.875,-0.5
Base_H40_AnchorLed_Flat,AnchorLed,Flat,Base,,BasePlusVariants,,40,40,96,0.416667,85.2,100,2,True,False,0.416667,85.6,100,MidDip,BackLoaded,Complement,0.366667,0.75,True,False,Complement,"BalancedDensity, MediumEnergy, MeaningfulAnchors, ConversationalSpace, BackLoaded, PredictableProfile",0.416667,0.670866,5.125,6,0.375,1.625,1.375,1.375
Variant_H40_AnchorLed_Flat,AnchorLed,Flat,Variant,Base_H40_AnchorLed_Flat,BasePlusVariants,703852896,40,40,96,0.416667,85.15,104,2,True,False,0.416667,86.7,97,MidDip,BackLoaded,Complement,0.366667,0.75,True,False,Complement,"BalancedDensity, MediumEnergy, MeaningfulAnchors, ConversationalSpace, BackLoaded, PredictableProfile",0.416667,0.670472,5.125,6,0.375,1.625,1.375,1.375
Base_H40_AnchorLed_Increasing,AnchorLed,Increasing,Base,,BasePlusVariants,,40,40,96,0.416667,89.925,124,2,True,False,0.416667,107.8,124,MidDip,Increasing,Complement,0.366667,0.75,True,False,Complement,"BalancedDensity, HighEnergy, MeaningfulAnchors, ConversationalSpace, BackLoaded, PredictableProfile",0.416667,0.708071,3.125,4.5,2.375,0.625,2.375,1.375
Variant_H40_AnchorLed_Increasing,AnchorLed,Increasing,Variant,Base_H40_AnchorLed_Increasing,BasePlusVariants,1829968880,40,40,96,0.416667,89.65,125,2,True,False,0.416667,107.8,125,MidDip,Increasing,Complement,0.366667,0.75,True,False,Complement,"BalancedDensity, HighEnergy, MeaningfulAnchors, ConversationalSpace, BackLoaded, PredictableProfile",0.416667,0.705906,3.125,4.5,2.375,0.625,2.375,1.375
Base_H40_AnchorLed_AccentedEnding,AnchorLed,AccentedEnding,Base,,BasePlusVariants,,40,40,96,0.416667,91.7,126,2,True,False,0.416667,111.6,126,MidDip,BackLoaded,Complement,0.366667,0.75,True,False,Complement,"BalancedDensity, HighEnergy, MeaningfulAnchors, ConversationalSpace, BackLoaded, PredictableProfile",0.416667,0.722047,3.125,4.5,2.375,0.625,2.375,1.375
Variant_H40_AnchorLed_AccentedEnding,AnchorLed,AccentedEnding,Variant,Base_H40_AnchorLed_AccentedEnding,BasePlusVariants,131706655,40,40,96,0.416667,91.35,124,1,True,False,0.416667,110.5,124,MidDip,BackLoaded,Complement,0.366667,0.75,True,False,Complement,"BalancedDensity, HighEnergy, MeaningfulAnchors, ConversationalSpace, BackLoaded, PredictableProfile",0.416667,0.719291,3.125,4.5,2.375,0.625,2.375,1.375
Base_H44_Even_Flat,Even,Flat,Base,,BasePlusVariants,,44,44,96,0.458333,84,84,1,True,False,0.458333,84,84,Flat,Flat,Complement,0.408333,0.75,True,False,Complement,"BalancedDensity, MediumEnergy, MeaningfulAnchors, ConversationalSpace, BalancedProfile",0.458333,0.661417,6.25,6.75,0,1.625,-0.25,0.625
Variant_H44_Even_Flat,Even,Flat,Variant,Base_H44_Even_Flat,BasePlusVariants,1110825838,44,44,96,0.458333,83.90909,88,1,True,False,0.458333,84.27273,88,Flat,FrontLoaded,Complement,0.408333,0.75,True,False,Complement,"BalancedDensity, MediumEnergy, MeaningfulAnchors, ConversationalSpace, FrontLoaded, PredictableProfile",0.458333,0.660702,5.125,6,0.375,1.625,1.375,0.625
Base_H44_Even_Increasing,Even,Increasing,Base,,BasePlusVariants,,44,44,96,0.458333,89,108,2,True,False,0.458333,103.5455,108,Flat,Increasing,Contrast,0.458333,0.7,False,False,Contrast,"BalancedDensity, HighEnergy, ConversationalSpace, BackLoaded, PredictableProfile",0.458333,0.700787,2.125,3,2.375,1.125,3.875,1.375
Variant_H44_Even_Increasing,Even,Increasing,Variant,Base_H44_Even_Increasing,BasePlusVariants,1926658338,44,44,96,0.458333,89.20454,111,2,True,False,0.458333,104.5455,111,Flat,Increasing,Contrast,0.458333,0.7,False,False,Contrast,"BalancedDensity, HighEnergy, ConversationalSpace, BackLoaded, PredictableProfile",0.458333,0.702398,2.125,3,2.375,1.125,3.875,1.375
Base_H44_Even_AccentedEnding,Even,AccentedEnding,Base,,BasePlusVariants,,44,44,96,0.458333,90.5,110,2,True,False,0.458333,110,110,Flat,Increasing,Complement,0.408333,0.75,True,False,Complement,"BalancedDensity, HighEnergy, MeaningfulAnchors, ConversationalSpace, BackLoaded, PredictableProfile",0.458333,0.712598,3.125,4.5,2.375,0.625,2.375,1.375
Variant_H44_Even_AccentedEnding,Even,AccentedEnding,Variant,Base_H44_Even_AccentedEnding,BasePlusVariants,644054689,44,44,96,0.458333,90.47727,113,2,True,False,0.458333,109.6364,113,Flat,BackLoaded,Complement,0.408333,0.75,True,False,Complement,"BalancedDensity, HighEnergy, MeaningfulAnchors, ConversationalSpace, BackLoaded, PredictableProfile",0.458333,0.71242,3.125,4.5,2.375,0.625,2.375,1.375
Base_H44_FrontLoaded_Flat,FrontLoaded,Flat,Base,,BasePlusVariants,,44,44,96,0.458333,84,84,3,True,False,0.291667,84,84,Decreasing,Flat,Complement,0.408333,0.75,True,False,Complement,"BalancedDensity, MediumEnergy, MeaningfulAnchors, ConversationalSpace, FrontLoaded, PredictableProfile",0.458333,0.661417,5.125,6,0.375,1.625,1.375,0.625
Variant_H44_FrontLoaded_Flat,FrontLoaded,Flat,Variant,Base_H44_FrontLoaded_Flat,BasePlusVariants,80815180,44,44,96,0.458333,83.56818,88,3,True,False,0.291667,85.28571,88,Decreasing,BackLoaded,Complement,0.408333,0.75,True,False,Complement,"BalancedDensity, MediumEnergy, MeaningfulAnchors, ConversationalSpace, BackLoaded, PredictableProfile",0.458333,0.658017,5.125,6,0.375,1.625,1.375,1.375
