CaseID,ResponseTypeA,ResponseTypeB,JaccardDistance
Variant_H32_Clustered_AccentedEnding,Complement,Fill,0.545455
Variant_H32_Clustered_AccentedEnding,Simplify,Intensify,0.804878
Variant_H32_Clustered_AccentedEnding,Simplify,Contrast,0.821429
Variant_H32_Clustered_AccentedEnding,Simplify,Fill,0.794872
Variant_H32_Clustered_AccentedEnding,Intensify,Contrast,0.595745
Variant_H32_Clustered_AccentedEnding,Intensify,Fill,0.333333
Variant_H32_Clustered_AccentedEnding,Contrast,Fill,0.358974
Variant_H32_Clustered_Flat,Mirror,Complement,0.695652
Variant_H32_Clustered_Flat,Mirror,Simplify,0.757576
Variant_H32_Clustered_Flat,Mirror,Intensify,0.295455
Variant_H32_Clustered_Flat,Mirror,Contrast,0.770833
Variant_H32_Clustered_Flat,Mirror,Fill,0.568627
Variant_H32_Clustered_Flat,Complement,Simplify,0.793103
Variant_H32_Clustered_Flat,Complement,Intensify,0.647059
Variant_H32_Clustered_Flat,Complement,Contrast,0.527778
Variant_H32_Clustered_Flat,Complement,Fill,0.511111
Variant_H32_Clustered_Flat,Simplify,Intensify,0.809524
Variant_H32_Clustered_Flat,Simplify,Contrast,0.827586
Variant_H32_Clustered_Flat,Simplify,Fill,0.8
Variant_H32_Clustered_Flat,Intensify,Contrast,0.64
Variant_H32_Clustered_Flat,Intensify,Fill,0.423077
Variant_H32_Clustered_Flat,Contrast,Fill,0.35
Variant_H32_Clustered_Increasing,Mirror,Complement,0.659091
Variant_H32_Clustered_Increasing,Mirror,Simplify,0.727273
Variant_H32_Clustered_Increasing,Mirror,Intensify,0.4375
Variant_H32_Clustered_Increasing,Mirror,Contrast,0.73913
Variant_H32_Clustered_Increasing,Mirror,Fill,0.520833
Variant_H32_Clustered_Increasing,Complement,Simplify,0.793103
Variant_H32_Clustered_Increasing,Complement,Intensify,0.553191
Variant_H32_Clustered_Increasing,Complement,Contrast,0.542857
Variant_H32_Clustered_Increasing,Complement,Fill,0.511628
Variant_H32_Clustered_Increasing,Simplify,Intensify,0.785714
Variant_H32_Clustered_Increasing,Simplify,Contrast,0.827586
Variant_H32_Clustered_Increasing,Simplify,Fill,0.763158
Variant_H32_Clustered_Increasing,Intensify,Contrast,0.574468
Variant_H32_Clustered_Increasing,Intensify,Fill,0.297872
Variant_H32_Clustered_Increasing,Contrast,Fill,0.342105
Variant_H32_Even_AccentedEnding,Mirror,Complement,0.333333
Variant_H32_Even_AccentedEnding,Mirror,Simplify,0.484848
Variant_H32_Even_AccentedEnding,Mirror,Intensify,0.408163
Variant_H32_Even_AccentedEnding,Mirror,Contrast,0.390244
Variant_H32_Even_AccentedEnding,Mirror,Fill,0.586207
Variant_H32_Even_AccentedEnding,Complement,Simplify,0.428571
Variant_H32_Even_AccentedEnding,Complement,Intensify,0.434783
Variant_H32_Even_AccentedEnding,Complement,Contrast,0.235294
Variant_H32_Even_AccentedEnding,Complement,Fill,0.538462
Variant_H32_Even_AccentedEnding,Simplify,Intensify,0.652174
Variant_H32_Even_AccentedEnding,Simplify,Contrast,0.571429
Variant_H32_Even_AccentedEnding,Simplify,Fill,0.730769
Variant_H32_Even_AccentedEnding,Intensify,Contrast,0.44
Variant_H32_Even_AccentedEnding,Intensify,Fill,0.37931
Variant_H32_Even_AccentedEnding,Contrast,Fill,0.45283
Variant_H32_Even_Flat,Mirror,Complement,0.378378
Variant_H32_Even_Flat,Mirror,Simplify,0.515152
Variant_H32_Even_Flat,Mirror,Intensify,0.42
Variant_H32_Even_Flat,Mirror,Contrast,0.465116
Variant_H32_Even_Flat,Mirror,Fill,0.622951
Variant_H32_Even_Flat,Complement,Simplify,0.464286
Variant_H32_Even_Flat,Complement,Intensify,0.479167
Variant_H32_Even_Flat,Complement,Contrast,0.235294
Variant_H32_Even_Flat,Complement,Fill,0.555556
Variant_H32_Even_Flat,Simplify,Intensify,0.652174
Variant_H32_Even_Flat,Simplify,Contrast,0.6
Variant_H32_Even_Flat,Simplify,Fill,0.735849
Variant_H32_Even_Flat,Intensify,Contrast,0.45098
Variant_H32_Even_Flat,Intensify,Fill,0.355932
Variant_H32_Even_Flat,Contrast,Fill,0.444444
Variant_H32_Even_Increasing,Mirror,Complement,0.378378
Variant_H32_Even_Increasing,Mirror,Simplify,0.515152
Variant_H32_Even_Increasing,Mirror,Intensify,0.45098
Variant_H32_Even_Increasing,Mirror,Contrast,0.428571
Variant_H32_Even_Increasing,Mirror,Fill,0.622951
Variant_H32_Even_Increasing,Complement,Simplify,0.407407
Variant_H32_Even_Increasing,Complement,Intensify,0.446809
Variant_H32_Even_Increasing,Complement,Contrast,0.235294
Variant_H32_Even_Increasing,Complement,Fill,0.555556
Variant_H32_Even_Increasing,Simplify,Intensify,0.652174
Variant_H32_Even_Increasing,Simplify,Contrast,0.558824
Variant_H32_Even_Increasing,Simplify,Fill,0.735849
Variant_H32_Even_Increasing,Intensify,Contrast,0.42
Variant_H32_Even_Increasing,Intensify,Fill,0.383333
Variant_H32_Even_Increasing,Contrast,Fill,0.444444
Variant_H32_FrontLoaded_AccentedEnding,Mirror,Complement,0.5
Variant_H32_FrontLoaded_AccentedEnding,Mirror,Simplify,0.515152
Variant_H32_FrontLoaded_AccentedEnding,Mirror,Intensify,0.470588
Variant_H32_FrontLoaded_AccentedEnding,Mirror,Contrast,0.595745
Variant_H32_FrontLoaded_AccentedEnding,Mirror,Fill,0.698413
Variant_H32_FrontLoaded_AccentedEnding,Complement,Simplify,0.464286
Variant_H32_FrontLoaded_AccentedEnding,Complement,Intensify,0.4
Variant_H32_FrontLoaded_AccentedEnding,Complement,Contrast,0.235294
Variant_H32_FrontLoaded_AccentedEnding,Complement,Fill,0.48
Variant_H32_FrontLoaded_AccentedEnding,Simplify,Intensify,0.644444
Variant_H32_FrontLoaded_AccentedEnding,Simplify,Contrast,0.6
Variant_H32_FrontLoaded_AccentedEnding,Simplify,Fill,0.72549
Variant_H32_FrontLoaded_AccentedEnding,Intensify,Contrast,0.408163
Variant_H32_FrontLoaded_AccentedEnding,Intensify,Fill,0.37931
Variant_H32_FrontLoaded_AccentedEnding,Contrast,Fill,0.392157
Variant_H32_FrontLoaded_Flat,Mirror,Complement,0.536585
Variant_H32_FrontLoaded_Flat,Mirror,Simplify,0.515152
Variant_H32_FrontLoaded_Flat,Mirror,Intensify,0.563636
Variant_H32_FrontLoaded_Flat,Mirror,Contrast,0.595745
Variant_H32_FrontLoaded_Flat,Mirror,Fill,0.71875
Variant_H32_FrontLoaded_Flat,Complement,Simplify,0.464286
Variant_H32_FrontLoaded_Flat,Complement,Intensify,0.413043
Variant_H32_FrontLoaded_Flat,Complement,Contrast,0.181818
Variant_H32_FrontLoaded_Flat,Complement,Fill,0.48
Variant_H32_FrontLoaded_Flat,Simplify,Intensify,0.652174
Variant_H32_FrontLoaded_Flat,Simplify,Contrast,0.558824
Variant_H32_FrontLoaded_Flat,Simplify,Fill,0.72549
Variant_H32_FrontLoaded_Flat,Intensify,Contrast,0.387755
Variant_H32_FrontLoaded_Flat,Intensify,Fill,0.362069
Variant_H32_FrontLoaded_Flat,Contrast,Fill,0.392157
Variant_H32_FrontLoaded_Increasing,Mirror,Complement,0.571429
Variant_H32_FrontLoaded_Increasing,Mirror,Simplify,0.515152
Variant_H32_FrontLoaded_Increasing,Mirror,Intensify,0.528302
Variant_H32_FrontLoaded_Increasing,Mirror,Contrast,0.653061
Variant_H32_FrontLoaded_Increasing,Mirror,Fill,0.71875
Variant_H32_FrontLoaded_Increasing,Complement,Simplify,0.517241
Variant_H32_FrontLoaded_Increasing,Complement,Intensify,0.4
Variant_H32_FrontLoaded_Increasing,Complement,Contrast,0.235294
Variant_H32_FrontLoaded_Increasing,Complement,Fill,0.44898
Variant_H32_FrontLoaded_Increasing,Simplify,Intensify,0.644444
Variant_H32_FrontLoaded_Increasing,Simplify,Contrast,0.638889
Variant_H32_FrontLoaded_Increasing,Simplify,Fill,0.72549
Variant_H32_FrontLoaded_Increasing,Intensify,Contrast,0.408163
Variant_H32_FrontLoaded_Increasing,Intensify,Fill,0.459016
Variant_H32_FrontLoaded_Increasing,Contrast,Fill,0.36
Variant_H36_AnchorLed_AccentedEnding,Mirror,Complement,0.585366
Variant_H36_AnchorLed_AccentedEnding,Mirror,Simplify,0.75
Variant_H36_AnchorLed_AccentedEnding,Mirror,Intensify,0.232558
Variant_H36_AnchorLed_AccentedEnding,Mirror,Contrast,0.761905
Variant_H36_AnchorLed_AccentedEnding,Mirror,Fill,0.428571
Variant_H36_AnchorLed_AccentedEnding,Complement,Simplify,0.76
Variant_H36_AnchorLed_AccentedEnding,Complement,Intensify,0.590909
Variant_H36_AnchorLed_AccentedEnding,Complement,Contrast,0.642857
Variant_H36_AnchorLed_AccentedEnding,Complement,Fill,0.555556
Variant_H36_AnchorLed_AccentedEnding,Simplify,Intensify,0.775
Variant_H36_AnchorLed_AccentedEnding,Simplify,Contrast,0.75
Variant_H36_AnchorLed_AccentedEnding,Simplify,Fill,0.741935
Variant_H36_AnchorLed_AccentedEnding,Intensify,Contrast,0.697674
Variant_H36_AnchorLed_AccentedEnding,Intensify,Fill,0.372093
Variant_H36_AnchorLed_AccentedEnding,Contrast,Fill,0.466667
Variant_H36_AnchorLed_Flat,Mirror,Complement,0.595238
Variant_H36_AnchorLed_Flat,Mirror,Simplify,0.75
Variant_H36_AnchorLed_Flat,Mirror,Intensify,0.25
Variant_H36_AnchorLed_Flat,Mirror,Contrast,0.744186
Variant_H36_AnchorLed_Flat,Mirror,Fill,0.418605
Variant_H36_AnchorLed_Flat,Complement,Simplify,0.72
Variant_H36_AnchorLed_Flat,Complement,Intensify,0.577778
Variant_H36_AnchorLed_Flat,Complement,Contrast,0.633333
Variant_H36_AnchorLed_Flat,Complement,Fill,0.552632
Variant_H36_AnchorLed_Flat,Simplify,Intensify,0.780488
Variant_H36_AnchorLed_Flat,Simplify,Contrast,0.714286
Variant_H36_AnchorLed_Flat,Simplify,Fill,0.71875
Variant_H36_AnchorLed_Flat,Intensify,Contrast,0.659091
Variant_H36_AnchorLed_Flat,Intensify,Fill,0.340909
Variant_H36_AnchorLed_Flat,Contrast,Fill,0.4375
Variant_H36_AnchorLed_Increasing,Mirror,Complement,0.644444
Variant_H36_AnchorLed_Increasing,Mirror,Simplify,0.722222
Variant_H36_AnchorLed_Increasing,Mirror,Intensify,0.408163
Variant_H36_AnchorLed_Increasing,Mirror,Contrast,0.75
Variant_H36_AnchorLed_Increasing,Mirror,Fill,0.456522
Variant_H36_AnchorLed_Increasing,Complement,Simplify,0.703704
Variant_H36_AnchorLed_Increasing,Complement,Intensify,0.543478
Variant_H36_AnchorLed_Increasing,Complement,Contrast,0.580645
Variant_H36_AnchorLed_Increasing,Complement,Fill,0.5
Variant_H36_AnchorLed_Increasing,Simplify,Intensify,0.761905
Variant_H36_AnchorLed_Increasing,Simplify,Contrast,0.681818
Variant_H36_AnchorLed_Increasing,Simplify,Fill,0.714286
Variant_H36_AnchorLed_Increasing,Intensify,Contrast,0.613636
Variant_H36_AnchorLed_Increasing,Intensify,Fill,0.361702
Variant_H36_AnchorLed_Increasing,Contrast,Fill,0.457143
Variant_H36_BackLoaded_AccentedEnding,Mirror,Complement,0.645833
Variant_H36_BackLoaded_AccentedEnding,Mirror,Simplify,0.555556
Variant_H36_BackLoaded_AccentedEnding,Mirror,Intensify,0.481481
Variant_H36_BackLoaded_AccentedEnding,Mirror,Contrast,0.714286
Variant_H36_BackLoaded_AccentedEnding,Mirror,Fill,0.780822
Variant_H36_BackLoaded_AccentedEnding,Complement,Simplify,0.59375
Variant_H36_BackLoaded_AccentedEnding,Complement,Intensify,0.557692
Variant_H36_BackLoaded_AccentedEnding,Complement,Contrast,0.243243
Variant_H36_BackLoaded_AccentedEnding,Complement,Fill,0.509091
Variant_H36_BackLoaded_AccentedEnding,Simplify,Intensify,0.652174
Variant_H36_BackLoaded_AccentedEnding,Simplify,Contrast,0.7
Variant_H36_BackLoaded_AccentedEnding,Simplify,Fill,0.789474
Variant_H36_BackLoaded_AccentedEnding,Intensify,Contrast,0.561404
Variant_H36_BackLoaded_AccentedEnding,Intensify,Fill,0.585714
Variant_H36_BackLoaded_AccentedEnding,Contrast,Fill,0.381818
Variant_H36_BackLoaded_Flat,Mirror,Complement,0.604167
Variant_H36_BackLoaded_Flat,Mirror,Simplify,0.555556
Variant_H36_BackLoaded_Flat,Mirror,Intensify,0.535714
Variant_H36_BackLoaded_Flat,Mirror,Contrast,0.666667
Variant_H36_BackLoaded_Flat,Mirror,Fill,0.746479
Variant_H36_BackLoaded_Flat,Complement,Simplify,0.575758
Variant_H36_BackLoaded_Flat,Complement,Intensify,0.46
Variant_H36_BackLoaded_Flat,Complement,Contrast,0.236842
Variant_H36_BackLoaded_Flat,Complement,Fill,0.444444
Variant_H36_BackLoaded_Flat,Simplify,Intensify,0.652174
Variant_H36_BackLoaded_Flat,Simplify,Contrast,0.666667
Variant_H36_BackLoaded_Flat,Simplify,Fill,0.767857
Variant_H36_BackLoaded_Flat,Intensify,Contrast,0.481481
Variant_H36_BackLoaded_Flat,Intensify,Fill,0.5
Variant_H36_BackLoaded_Flat,Contrast,Fill,0.320755
Variant_H36_BackLoaded_Increasing,Mirror,Complement,0.604167
Variant_H36_BackLoaded_Increasing,Mirror,Simplify,0.555556
Variant_H36_BackLoaded_Increasing,Mirror,Intensify,0.535714
Variant_H36_BackLoaded_Increasing,Mirror,Contrast,0.666667
Variant_H36_BackLoaded_Increasing,Mirror,Fill,0.746479
Variant_H36_BackLoaded_Increasing,Complement,Simplify,0.575758
Variant_H36_BackLoaded_Increasing,Complement,Intensify,0.46
Variant_H36_BackLoaded_Increasing,Complement,Contrast,0.236842
Variant_H36_BackLoaded_Increasing,Complement,Fill,0.444444
Variant_H36_BackLoaded_Increasing,Simplify,Intensify,0.652174
Variant_H36_BackLoaded_Increasing,Simplify,Contrast,0.666667
Variant_H36_BackLoaded_Increasing,Simplify,Fill,0.767857
Variant_H36_BackLoaded_Increasing,Intensify,Contrast,0.481481
Variant_H36_BackLoaded_Increasing,Intensify,Fill,0.476923
Variant_H36_BackLoaded_Increasing,Contrast,Fill,0.320755
Variant_H36_Clustered_AccentedEnding,Mirror,Complement,0.638298
Variant_H36_Clustered_AccentedEnding,Mirror,Simplify,0.722222
Variant_H36_Clustered_AccentedEnding,Mirror,Intensify,0.4
Variant_H36_Clustered_AccentedEnding,Mirror,Contrast,0.714286
Variant_H36_Clustered_AccentedEnding,Mirror,Fill,0.528302
Variant_H36_Clustered_AccentedEnding,Complement,Simplify,0.733333
Variant_H36_Clustered_AccentedEnding,Complement,Intensify,0.530612
Variant_H36_Clustered_AccentedEnding,Complement,Contrast,0.552632
Variant_H36_Clustered_AccentedEnding,Complement,Fill,0.510638
Variant_H36_Clustered_AccentedEnding,Simplify,Intensify,0.772727
Variant_H36_Clustered_AccentedEnding,Simplify,Contrast,0.766667
Variant_H36_Clustered_AccentedEnding,Simplify,Fill,0.761905
Variant_H36_Clustered_AccentedEnding,Intensify,Contrast,0.634615
Variant_H36_Clustered_AccentedEnding,Intensify,Fill,0.407407
Variant_H36_Clustered_AccentedEnding,Contrast,Fill,0.357143
Variant_H36_Clustered_Flat,Mirror,Complement,0.659574
Variant_H36_Clustered_Flat,Mirror,Simplify,0.75
Variant_H36_Clustered_Flat,Mirror,Intensify,0.354167
Variant_H36_Clustered_Flat,Mirror,Contrast,0.76
Variant_H36_Clustered_Flat,Mirror,Fill,0.519231
Variant_H36_Clustered_Flat,Complement,Simplify,0.8
Variant_H36_Clustered_Flat,Complement,Intensify,0.541667
Variant_H36_Clustered_Flat,Complement,Contrast,0.567568
Variant_H36_Clustered_Flat,Complement,Fill,0.521739
Variant_H36_Clustered_Flat,Simplify,Intensify,0.790698
Variant_H36_Clustered_Flat,Simplify,Contrast,0.833333
Variant_H36_Clustered_Flat,Simplify,Fill,0.780488
Variant_H36_Clustered_Flat,Intensify,Contrast,0.62
Variant_H36_Clustered_Flat,Intensify,Fill,0.352941
Variant_H36_Clustered_Flat,Contrast,Fill,0.365854
Variant_H36_Clustered_Increasing,Mirror,Complement,0.608696
Variant_H36_Clustered_Increasing,Mirror,Simplify,0.722222
Variant_H36_Clustered_Increasing,Mirror,Intensify,0.518519
Variant_H36_Clustered_Increasing,Mirror,Contrast,0.680851
Variant_H36_Clustered_Increasing,Mirror,Fill,0.490196
Variant_H36_Clustered_Increasing,Complement,Simplify,0.733333
Variant_H36_Clustered_Increasing,Complement,Intensify,0.5
Variant_H36_Clustered_Increasing,Complement,Contrast,0.540541
Variant_H36_Clustered_Increasing,Complement,Fill,0.5
Variant_H36_Clustered_Increasing,Simplify,Intensify,0.772727
Variant_H36_Clustered_Increasing,Simplify,Contrast,0.758621
Variant_H36_Clustered_Increasing,Simplify,Fill,0.756098
Variant_H36_Clustered_Increasing,Intensify,Contrast,0.627451
Variant_H36_Clustered_Increasing,Intensify,Fill,0.396226
Variant_H36_Clustered_Increasing,Contrast,Fill,0.365854
Variant_H36_Even_AccentedEnding,Mirror,Complement,0.630435
Variant_H36_Even_AccentedEnding,Mirror,Simplify,0.527778
Variant_H36_Even_AccentedEnding,Mirror,Intensify,0.45283
Variant_H36_Even_AccentedEnding,Mirror,Contrast,0.714286
Variant_H36_Even_AccentedEnding,Mirror,Fill,0.763889
Variant_H36_Even_AccentedEnding,Complement,Simplify,0.625
Variant_H36_Even_AccentedEnding,Complement,Intensify,0.622642
Variant_H36_Even_AccentedEnding,Complement,Contrast,0.384615
Variant_H36_Even_AccentedEnding,Complement,Fill,0.490566
Variant_H36_Even_AccentedEnding,Simplify,Intensify,0.659574
Variant_H36_Even_AccentedEnding,Simplify,Contrast,0.738095
Variant_H36_Even_AccentedEnding,Simplify,Fill,0.793103
Variant_H36_Even_AccentedEnding,Intensify,Contrast,0.586207
Variant_H36_Even_AccentedEnding,Intensify,Fill,0.5
Variant_H36_Even_AccentedEnding,Contrast,Fill,0.381818
Variant_H36_Even_Flat,Mirror,Complement,0.608696
Variant_H36_Even_Flat,Mirror,Simplify,0.555556
Variant_H36_Even_Flat,Mirror,Intensify,0.472727
Variant_H36_Even_Flat,Mirror,Contrast,0.690909
Variant_H36_Even_Flat,Mirror,Fill,0.746479
Variant_H36_Even_Flat,Complement,Simplify,0.625
Variant_H36_Even_Flat,Complement,Intensify,0.566038
Variant_H36_Even_Flat,Complement,Contrast,0.358974
Variant_H36_Even_Flat,Complement,Fill,0.471698
Variant_H36_Even_Flat,Simplify,Intensify,0.666667
Variant_H36_Even_Flat,Simplify,Contrast,0.731707
Variant_H36_Even_Flat,Simplify,Fill,0.789474
Variant_H36_Even_Flat,Intensify,Contrast,0.526316
Variant_H36_Even_Flat,Intensify,Fill,0.446154
Variant_H36_Even_Flat,Contrast,Fill,0.381818
Variant_H36_Even_Increasing,Mirror,Complement,0.617021
Variant_H36_Even_Increasing,Mirror,Simplify,0.527778
Variant_H36_Even_Increasing,Mirror,Intensify,0.481481
Variant_H36_Even_Increasing,Mirror,Contrast,0.690909
Variant_H36_Even_Increasing,Mirror,Fill,0.746479
Variant_H36_Even_Increasing,Complement,Simplify,0.647059
Variant_H36_Even_Increasing,Complement,Intensify,0.557692
Variant_H36_Even_Increasing,Complement,Contrast,0.333333
Variant_H36_Even_Increasing,Complement,Fill,0.45283
Variant_H36_Even_Increasing,Simplify,Intensify,0.659574
Variant_H36_Even_Increasing,Simplify,Contrast,0.738095
Variant_H36_Even_Increasing,Simplify,Fill,0.793103
Variant_H36_Even_Increasing,Intensify,Contrast,0.535714
Variant_H36_Even_Increasing,Intensify,Fill,0.453125
Variant_H36_Even_Increasing,Contrast,Fill,0.381818
Variant_H36_FrontLoaded_AccentedEnding,Mirror,Complement,0.68
Variant_H36_FrontLoaded_AccentedEnding,Mirror,Simplify,0.527778
Variant_H36_FrontLoaded_AccentedEnding,Mirror,Intensify,0.535714
Variant_H36_FrontLoaded_AccentedEnding,Mirror,Contrast,0.736842
Variant_H36_FrontLoaded_AccentedEnding,Mirror,Fill,0.780822
Variant_H36_FrontLoaded_AccentedEnding,Complement,Simplify,0.657143
Variant_H36_FrontLoaded_AccentedEnding,Complement,Intensify,0.509804
Variant_H36_FrontLoaded_AccentedEnding,Complement,Contrast,0.35
Variant_H36_FrontLoaded_AccentedEnding,Complement,Fill,0.462963
Variant_H36_FrontLoaded_AccentedEnding,Simplify,Intensify,0.630435
Variant_H36_FrontLoaded_AccentedEnding,Simplify,Contrast,0.738095
Variant_H36_FrontLoaded_AccentedEnding,Simplify,Fill,0.793103
Variant_H36_FrontLoaded_AccentedEnding,Intensify,Contrast,0.509091
Variant_H36_FrontLoaded_AccentedEnding,Intensify,Fill,0.476923
Variant_H36_FrontLoaded_AccentedEnding,Contrast,Fill,0.351852
Variant_H36_FrontLoaded_Flat,Mirror,Complement,0.653061
Variant_H36_FrontLoaded_Flat,Mirror,Simplify,0.555556
Variant_H36_FrontLoaded_Flat,Mirror,Intensify,0.551724
Variant_H36_FrontLoaded_Flat,Mirror,Contrast,0.714286
Variant_H36_FrontLoaded_Flat,Mirror,Fill,0.763889
Variant_H36_FrontLoaded_Flat,Complement,Simplify,0.606061
Variant_H36_FrontLoaded_Flat,Complement,Intensify,0.5
Variant_H36_FrontLoaded_Flat,Complement,Contrast,0.390244
Variant_H36_FrontLoaded_Flat,Complement,Fill,0.490909
Variant_H36_FrontLoaded_Flat,Simplify,Intensify,0.666667
Variant_H36_FrontLoaded_Flat,Simplify,Contrast,0.7
Variant_H36_FrontLoaded_Flat,Simplify,Fill,0.767857
Variant_H36_FrontLoaded_Flat,Intensify,Contrast,0.5
Variant_H36_FrontLoaded_Flat,Intensify,Fill,0.492537
Variant_H36_FrontLoaded_Flat,Contrast,Fill,0.320755
Variant_H36_FrontLoaded_Increasing,Mirror,Complement,0.625
Variant_H36_FrontLoaded_Increasing,Mirror,Simplify,0.555556
Variant_H36_FrontLoaded_Increasing,Mirror,Intensify,0.526316
Variant_H36_FrontLoaded_Increasing,Mirror,Contrast,0.690909
Variant_H36_FrontLoaded_Increasing,Mirror,Fill,0.77027
Variant_H36_FrontLoaded_Increasing,Complement,Simplify,0.606061
Variant_H36_FrontLoaded_Increasing,Complement,Intensify,0.5
Variant_H36_FrontLoaded_Increasing,Complement,Contrast,0.263158
Variant_H36_FrontLoaded_Increasing,Complement,Fill,0.508772
Variant_H36_FrontLoaded_Increasing,Simplify,Intensify,0.666667
Variant_H36_FrontLoaded_Increasing,Simplify,Contrast,0.7
Variant_H36_FrontLoaded_Increasing,Simplify,Fill,0.79661
Variant_H36_FrontLoaded_Increasing,Intensify,Contrast,0.5
Variant_H36_FrontLoaded_Increasing,Intensify,Fill,0.485294
Variant_H36_FrontLoaded_Increasing,Contrast,Fill,0.345455
Variant_H40_AnchorLed_AccentedEnding,Mirror,Complement,0.608696
Variant_H40_AnchorLed_AccentedEnding,Mirror,Simplify,0.775
Variant_H40_AnchorLed_AccentedEnding,Mirror,Intensify,0.352941
Variant_H40_AnchorLed_AccentedEnding,Mirror,Contrast,0.777778
Variant_H40_AnchorLed_AccentedEnding,Mirror,Fill,0.5
Variant_H40_AnchorLed_AccentedEnding,Complement,Simplify,0.730769
Variant_H40_AnchorLed_AccentedEnding,Complement,Intensify,0.612245
Variant_H40_AnchorLed_AccentedEnding,Complement,Contrast,0.607143
Variant_H40_AnchorLed_AccentedEnding,Complement,Fill,0.564103
Variant_H40_AnchorLed_AccentedEnding,Simplify,Intensify,0.795455
Variant_H40_AnchorLed_AccentedEnding,Simplify,Contrast,0.666667
Variant_H40_AnchorLed_AccentedEnding,Simplify,Fill,0.71875
Variant_H40_AnchorLed_AccentedEnding,Intensify,Contrast,0.659091
Variant_H40_AnchorLed_AccentedEnding,Intensify,Fill,0.382979
Variant_H40_AnchorLed_AccentedEnding,Contrast,Fill,0.53125
Variant_H40_AnchorLed_Flat,Mirror,Complement,0.604167
Variant_H40_AnchorLed_Flat,Mirror,Simplify,0.75
Variant_H40_AnchorLed_Flat,Mirror,Intensify,0.333333
Variant_H40_AnchorLed_Flat,Mirror,Contrast,0.744681
Variant_H40_AnchorLed_Flat,Mirror,Fill,0.489796
Variant_H40_AnchorLed_Flat,Complement,Simplify,0.678571
Variant_H40_AnchorLed_Flat,Complement,Intensify,0.56
Variant_H40_AnchorLed_Flat,Complement,Contrast,0.5625
Variant_H40_AnchorLed_Flat,Complement,Fill,0.512195
Variant_H40_AnchorLed_Flat,Simplify,Intensify,0.777778
Variant_H40_AnchorLed_Flat,Simplify,Contrast,0.619048
Variant_H40_AnchorLed_Flat,Simplify,Fill,0.705882
Variant_H40_AnchorLed_Flat,Intensify,Contrast,0.638298
Variant_H40_AnchorLed_Flat,Intensify,Fill,0.42
Variant_H40_AnchorLed_Flat,Contrast,Fill,0.441176
Variant_H40_AnchorLed_Increasing,Mirror,Complement,0.617021
Variant_H40_AnchorLed_Increasing,Mirror,Simplify,0.725
Variant_H40_AnchorLed_Increasing,Mirror,Intensify,0.464286
Variant_H40_AnchorLed_Increasing,Mirror,Contrast,0.744681
Variant_H40_AnchorLed_Increasing,Mirror,Fill,0.479167
Variant_H40_AnchorLed_Increasing,Complement,Simplify,0.615385
Variant_H40_AnchorLed_Increasing,Complement,Intensify,0.58
Variant_H40_AnchorLed_Increasing,Complement,Contrast,0.580645
Variant_H40_AnchorLed_Increasing,Complement,Fill,0.512821
Variant_H40_AnchorLed_Increasing,Simplify,Intensify,0.76087
Variant_H40_AnchorLed_Increasing,Simplify,Contrast,0.571429
Variant_H40_AnchorLed_Increasing,Simplify,Fill,0.666667
Variant_H40_AnchorLed_Increasing,Intensify,Contrast,0.586957
Variant_H40_AnchorLed_Increasing,Intensify,Fill,0.354167
Variant_H40_AnchorLed_Increasing,Contrast,Fill,0.424242
Variant_H40_BackLoaded_AccentedEnding,Mirror,Complement,0.679245
Variant_H40_BackLoaded_AccentedEnding,Mirror,Simplify,0.634146
Variant_H40_BackLoaded_AccentedEnding,Mirror,Intensify,0.516667
Variant_H40_BackLoaded_AccentedEnding,Mirror,Contrast,0.75
Variant_H40_BackLoaded_AccentedEnding,Mirror,Fill,0.772152
Variant_H40_BackLoaded_AccentedEnding,Complement,Simplify,0.5625
Variant_H40_BackLoaded_AccentedEnding,Complement,Intensify,0.563636
Variant_H40_BackLoaded_AccentedEnding,Complement,Contrast,0.333333
Variant_H40_BackLoaded_AccentedEnding,Complement,Fill,0.5
Variant_H40_BackLoaded_AccentedEnding,Simplify,Intensify,0.673469
Variant_H40_BackLoaded_AccentedEnding,Simplify,Contrast,0.697674
Variant_H40_BackLoaded_AccentedEnding,Simplify,Fill,0.741379
Variant_H40_BackLoaded_AccentedEnding,Intensify,Contrast,0.465517
Variant_H40_BackLoaded_AccentedEnding,Intensify,Fill,0.463768
Variant_H40_BackLoaded_AccentedEnding,Contrast,Fill,0.327586
Variant_H40_BackLoaded_Flat,Mirror,Complement,0.622642
Variant_H40_BackLoaded_Flat,Mirror,Simplify,0.6
Variant_H40_BackLoaded_Flat,Mirror,Intensify,0.516667
Variant_H40_BackLoaded_Flat,Mirror,Contrast,0.688525
Variant_H40_BackLoaded_Flat,Mirror,Fill,0.74026
Variant_H40_BackLoaded_Flat,Complement,Simplify,0.6
Variant_H40_BackLoaded_Flat,Complement,Intensify,0.509091
Variant_H40_BackLoaded_Flat,Complement,Contrast,0.302326
Variant_H40_BackLoaded_Flat,Complement,Fill,0.421053
Variant_H40_BackLoaded_Flat,Simplify,Intensify,0.673469
Variant_H40_BackLoaded_Flat,Simplify,Contrast,0.697674
Variant_H40_BackLoaded_Flat,Simplify,Fill,0.762712
Variant_H40_BackLoaded_Flat,Intensify,Contrast,0.465517
